Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status,MetHostHOGS,MetNonHostHOGS,NonHostHOGS_Name,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeader_Name
BRA-LU-J071,101,Luiz Inácio Lula da Silva,Brasil,Completed,2008-08-14,2008-08-15,2,Paraguay,South America,Asunción,Multilateral,Inauguration/Funeral,NA,Posse de Fernando Lugo,NA,Asuncion de Fernando Lugo en Paraguay.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,Fechas oficiales (14-15/08/2008).,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J072,102,Luiz Inácio Lula da Silva,Brasil,Completed,2008-09-15,2008-09-15,1,Chile,South America,Santiago,Multilateral,Regional Summit,NA,Reunião extraordinária da UNASUL (crise boliviana),NA,Cumbre extraordinaria de UNASUR en Santiago por la crisis de Pando; respaldo a Evo.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,Fecha oficial (15/09/2008).,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J073,103,Luiz Inácio Lula da Silva,Brasil,Completed,2008-09-21,2008-09-25,5,United States,North America,New York,Multilateral,Global Forum,TRUE,63ª AGNU,NA,Apertura de la 63a AGNU en plena crisis financiera global.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,Fechas oficiales (21-25/09/2008).,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J074,104,Luiz Inácio Lula da Silva,Brasil,Completed,2008-10-12,2008-10-14,3,Spain,Europe,Madrid,Bilateral,Working Visit,NA,Juan Carlos I / José Luis Rodríguez Zapatero,Jefe de Estado/Gobierno,Visita oficial a Espana. Tramo 1 de gira oficial 12-17/10/2008.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,"Fechas oficiales: Espana 12-14, India 14-15, Mozambique 16-17.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J074,105,Luiz Inácio Lula da Silva,Brasil,Completed,2008-10-14,2008-10-15,2,India,Asia-Pacific,New Delhi,Multilateral,Global Forum,TRUE,III Cúpula IBSA,NA,Cumbre IBSA en Nueva Delhi. Tramo 2.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J074,106,Luiz Inácio Lula da Silva,Brasil,Completed,2008-10-16,2008-10-17,2,Mozambique,Africa,Maputo,Bilateral,Working Visit,NA,Armando Guebuza,Jefe de Estado/Gobierno,Visita oficial a Mozambique. Tramo 3 (final).,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J075,107,Luiz Inácio Lula da Silva,Brasil,Completed,2008-10-29,2008-10-31,3,El Salvador,Central America,San Salvador,Multilateral,Regional Summit,NA,XVIII Cúpula Ibero-Americana,NA,Cumbre Iberoamericana de San Salvador; siguio a Cuba.,https://segib.org/es/cumbres-iberoamericanas/,Medium,Verificar dias exactos; el informe indica gira San Salvador + La Habana (30/10-1/11).,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J076,108,Luiz Inácio Lula da Silva,Brasil,Completed,2008-11-14,2008-11-15,2,United States,North America,Washington D.C.,Multilateral,Global Forum,TRUE,I Cúpula do G20 financeiro,NA,Primera cumbre de lideres del G20 (crisis financiera); Brasil protagonista del nuevo foro.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,"14-15/11/2008. Precedida por visita de Estado a Italia (8-13/11, a cargar al completar).",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J077,109,Luiz Inácio Lula da Silva,Brasil,Completed,2009-03-14,2009-03-14,1,United States,North America,Washington D.C.,Bilateral,Working Visit,NA,Barack Obama (Casa Branca),Jefe de Estado/Gobierno,Primera reunion con Obama en el Salon Oval; crisis global y agenda bilateral.,https://globalvoices.org/2009/03/15/brazil-lula-and-obama-meet-as-economic-crisis-hits-brazil/,Medium,14/03/2009.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J078,110,Luiz Inácio Lula da Silva,Brasil,Completed,2009-03-30,2009-03-31,2,Qatar,Middle East,Doha,Multilateral,Regional Summit,TRUE,II Cúpula América do Sul-Países Árabes (ASPA),NA,II Cumbre ASPA en Doha (proceso iniciado por Brasil en 2005). Tramo 1.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,"ASPA II: 31/03/2009. Gira previa por Chile (27-28/3, a completar).",Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J078,111,Luiz Inácio Lula da Silva,Brasil,Completed,2009-04-01,2009-04-02,2,United Kingdom,Europe,London,Multilateral,Global Forum,TRUE,Cúpula do G20 de Londres,NA,G20 de Londres; Gordon Brown y la frase 'este e o cara'. Tramo 2 (final).,https://g20.utoronto.ca/2009/2009communique0402-br.html,High,1-2/04/2009. Incluyo escala en Francia (1/4).,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J079,112,Luiz Inácio Lula da Silva,Brasil,Completed,2009-04-17,2009-04-19,3,Trinidad and Tobago,Caribbean,Port of Spain,Multilateral,Regional Summit,TRUE,V Cúpula das Américas,NA,V Cumbre de las Americas; debut regional de Obama.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,17-19/04/2009.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J080,113,Luiz Inácio Lula da Silva,Brasil,Completed,2009-05-16,2009-05-17,2,Saudi Arabia,Middle East,Riyadh,Bilateral,Working Visit,NA,Rei Abdullah,Jefe de Estado/Gobierno,Gira Medio Oriente-Asia: comercio e inversiones. Tramo 1.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,Gira may 2009 (Arabia Saudita-China-Turquia); fechas estimadas.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J080,114,Luiz Inácio Lula da Silva,Brasil,Completed,2009-05-18,2009-05-20,3,China,Asia-Pacific,Beijing,Bilateral,Working Visit,NA,Hu Jintao,Jefe de Estado/Gobierno,Visita a China en plena crisis global; China ya primer socio comercial de Brasil. Tramo 2.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,18-20/05/2009.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J080,115,Luiz Inácio Lula da Silva,Brasil,Completed,2009-05-21,2009-05-22,2,Turkey,Middle East,Ankara,Bilateral,Working Visit,NA,Abdullah Gül / Recep Tayyip Erdoğan,Jefe de Estado/Gobierno,Visita oficial a Turquia; semilla de la mediacion conjunta sobre Iran. Tramo 3 (final).,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,Fechas estimadas.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J081,116,Luiz Inácio Lula da Silva,Brasil,Completed,2009-06-15,2009-06-15,1,Switzerland,Europe,Geneva,Multilateral,Global Forum,NA,Conferência da OIT (Pacto Mundial pelo Emprego),NA,Discurso en la Conferencia de la OIT en Ginebra; empleo y crisis. Tramo 1.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,15/06/2009.,Otro,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J081,117,Luiz Inácio Lula da Silva,Brasil,Completed,2009-06-16,2009-06-16,1,Russia,Europe,Yekaterinburg,Multilateral,Global Forum,TRUE,I Cúpula dos BRIC,NA,Primera cumbre de los BRIC en Ekaterimburgo; institucionalizacion del bloque. Tramo 2.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,16/06/2009. Informe indica tramo Kazajistan (17/6) a completar.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J082,118,Luiz Inácio Lula da Silva,Brasil,Completed,2009-07-08,2009-07-10,3,Italy,Europe,L'Aquila,Multilateral,Global Forum,TRUE,Cúpula do G8+5 (L'Aquila),NA,"Cumbre del G8+5 en L'Aquila; clima y crisis. Precedida por Francia (Paris 4-7/7, Sarkozy).",https://obamawhitehouse.archives.gov/realitycheck/the-press-office/readout-press-secretary-robert-gibbs-presidents-bilateral-meeting-with-president-lu,High,8-10/07/2009; tramo Francia de la misma gira a completar.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J083,119,Luiz Inácio Lula da Silva,Brasil,Completed,2009-09-23,2009-09-23,1,United States,North America,New York,Multilateral,Global Forum,TRUE,64ª Asamblea General de la ONU,NA,Discurso de apertura del debate general de la 64ª AGNU.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/discursos/2o-mandato/2009/23-09-2009-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-a-abertura-do-debate-geral-da-64a-assembleia-geral-das-nacoes-unidas,High,"DESDOBLADO 2026-07-08: la fila original mezclaba la 64ª AGNU (Nueva York, 23-sep) con la Cumbre del G20 de Pittsburgh (24-25 sep), que son ciudades y fechas distintas. Se acota esta fila a Nueva York y se creo un tramo nuevo para Pittsburgh dentro del mismo Journey.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J084,120,Luiz Inácio Lula da Silva,Brasil,Completed,2009-09-26,2009-09-27,2,Venezuela,South America,Isla Margarita,Multilateral,Regional Summit,TRUE,II Cúpula América do Sul-África (ASA),NA,II Cumbre ASA en Isla Margarita; anfitrion Chavez.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/galeria-de-fotos/fotos-de-viagens-internacionais-2009/venezuela/presidente-lula-e-o-presidente-da-libia-muamar-khadafi-durante-a-ii-cupula-america-do-sul-e-africa-em-isla-margarita/view,High,26-27/09/2009.,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J085,121,Luiz Inácio Lula da Silva,Brasil,Completed,2009-10-01,2009-10-02,2,Denmark,Europe,Copenhagen,Multilateral,Global Forum,NA,Sessão do COI (eleição olímpica),NA,Defensa de la candidatura de Rio 2016 ante el COI; Rio electa sede olimpica (2/10).,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,"Eleccion 2/10/2009. Hito. Informe: la salida oficial siguio a Belgica y Suecia (4-6/10), a completar. Sesion del COI: organismo internacional -> Multilateral por definicion del CODEBOOK; tema deportivo sin categoria -> Otro (doctrina 2026-07-07).",Otro,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J086,122,Luiz Inácio Lula da Silva,Brasil,Completed,2009-12-17,2009-12-18,2,Denmark,Europe,Copenhagen,Multilateral,Global Forum,TRUE,COP15 (Conferência do Clima da ONU),NA,Segmento de jefes de Estado de la COP15; Brasil actor central de la negociacion climatica.,"https://www.terra.com.br/noticias/ciencia/em-copenhague-lula-afina-discurso-do-brasil-para-a-cop-15,64d8cb535a8ea310VgnCLD200000bbcceb0aRCRD.html",Medium,17-18/12/2009.,Medio Ambiente/Clima,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J087,123,Luiz Inácio Lula da Silva,Brasil,Canceled,2010-01-28,NA,NA,Switzerland,Europe,Davos,Multilateral,Global Forum,NA,Foro Económico Mundial (premio 'Estadista Global'),NA,Objetivo original: recibir el premio 'Estadista Global' del Foro Economico Mundial. CANCELADO por un cuadro de hipertension; lo represento el excanciller Celso Amorim.,https://pt.org.br/ha-nove-anos-lula-recebia-trofeu-de-estadista-global/,Medium,"CORREGIDO 2026-07-08: la base lo daba por REALIZADO y NO OCURRIO. Lula no viajo a Davos: segun Klaus Schwab, 'estava sentado em seu aviao quando o medico vetou a viagem porque estava sofrendo de pressao alta'. Kofi Annan entrego el premio a Celso Amorim el 29-ene-2010. La lista de viajes de la Biblioteca da Presidencia no registra ningun viaje en enero de 2010.",Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J088,124,Luiz Inácio Lula da Silva,Brasil,Completed,2010-02-22,2010-02-23,2,Mexico,North America,Cancún,Multilateral,Regional Summit,TRUE,Cúpula da Unidade da América Latina e Caribe (criação da CELAC),NA,Cumbre de la Unidad ALC en Cancun; acuerdo para crear la CELAC. Siguio a Cuba (23-24/2).,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,"Gira oficial 21-27/02: Cancun, Cuba, Haiti, El Salvador. Tramos Cuba y El Salvador a completar.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J088,125,Luiz Inácio Lula da Silva,Brasil,Completed,2010-02-25,2010-02-25,1,Haiti,Caribbean,Port-au-Prince,Bilateral,Working Visit,NA,René Préval (pós-terremoto),Jefe de Estado/Gobierno,Visita a Haiti tras el terremoto del 12/1; Brasil lideraba la MINUSTAH. Tramo de la gira de Cancun.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,25/02/2010.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J089,126,Luiz Inácio Lula da Silva,Brasil,Completed,2010-03-15,2010-03-16,2,Israel,Middle East,Jerusalem,Bilateral,State Visit,NA,Shimon Peres / Benjamin Netanyahu,Jefe de Estado/Gobierno,PRIMERA visita de un presidente brasileno a Israel; discurso en la Knesset (15/3). Tramo 1.,https://www2.senado.leg.br/bdsf/bitstream/handle/id/45100/noticia.htm?sequence=1&isAllowed=y,Medium,Gira Israel-Palestina-Jordania 14-18/03/2010 (llegada 14/3).,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J089,127,Luiz Inácio Lula da Silva,Brasil,Completed,2010-03-17,2010-03-17,1,Palestine,Middle East,Ramallah,Bilateral,Working Visit,NA,Mahmoud Abbas,Jefe de Estado/Gobierno,Visita a la Autoridad Palestina; tumba de Arafat y 'Rua Brasil'. Tramo 2.,https://www2.senado.leg.br/bdsf/bitstream/handle/id/45432/noticia.htm?sequence=1,Medium,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J089,128,Luiz Inácio Lula da Silva,Brasil,Completed,2010-03-17,2010-03-18,2,Jordan,Middle East,Amman,Bilateral,Working Visit,NA,Rei Abdullah II,Jefe de Estado/Gobierno,Visita a Jordania (Aman y Petra). Tramo 3 (final).,https://www2.senado.leg.br/bdsf/bitstream/handle/id/45432/noticia.htm?sequence=1,Medium,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J090,129,Luiz Inácio Lula da Silva,Brasil,Completed,2010-04-12,2010-04-13,2,United States,North America,Washington D.C.,Multilateral,Global Forum,TRUE,Cúpula de Segurança Nuclear,NA,Cumbre de Seguridad Nuclear convocada por Obama; bilateral con Hatoyama.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,12-13/04/2010.,Seguridad,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J091,130,Luiz Inácio Lula da Silva,Brasil,Completed,2010-05-13,2010-05-14,2,Russia,Europe,Moscow,Bilateral,Working Visit,NA,Dmitri Medvédev,Jefe de Estado/Gobierno,Visita a Moscu camino a Teheran; coordinacion sobre el dossier nuclear irani. Tramo 1.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,"Gira oficial 12-20/05: Rusia (12-14), Qatar (14-15), Iran (16-17), Espana (17-19), Portugal (19). Tramos Qatar y Portugal a completar.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J091,131,Luiz Inácio Lula da Silva,Brasil,Completed,2010-05-16,2010-05-17,2,Iran,Middle East,Tehran,Bilateral,Working Visit,TRUE,Mahmoud Ahmadinejad / Recep Tayyip Erdoğan (Declaração de Teerã),Jefe de Estado/Gobierno,Mediacion nuclear Brasil-Turquia-Iran; firma de la Declaracion de Teheran (17/5) sobre canje de uranio. Hito del mandato. Tramo 2.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,16-17/05/2010.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J091,132,Luiz Inácio Lula da Silva,Brasil,Completed,2010-05-18,2010-05-18,1,Spain,Europe,Madrid,Multilateral,Regional Summit,NA,VI Cúpula UE-América Latina e Caribe / Cúpula Mercosul-UE,NA,"Cumbre UE-ALC en Madrid, directo desde Teheran. Tramo 3 (final).",https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,17-18/05/2010; asistencia 18/5.,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J092,133,Luiz Inácio Lula da Silva,Brasil,Completed,2010-05-25,2010-05-25,1,Argentina,South America,Buenos Aires,Bilateral,Working Visit,NA,Bicentenário da Revolução de Maio (CFK),Jefe de Estado/Gobierno,"Bicentenario argentino en Buenos Aires, invitado por Cristina Fernandez.",https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,25/05/2010.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J093,134,Luiz Inácio Lula da Silva,Brasil,Canceled,2010-06-26,NA,NA,Canada,North America,Toronto,Multilateral,Global Forum,NA,Cúpula do G20 de Toronto,NA,Objetivo original: Cumbre del G20 de Toronto. CANCELADO el 25-jun para monitorear las inundaciones del Nordeste brasileno; lo represento el ministro de Hacienda Guido Mantega.,https://en.wikipedia.org/wiki/2010_G20_Toronto_summit,Medium,"CORREGIDO 2026-07-08: la base lo daba por REALIZADO y NO OCURRIO. Celso Amorim: 'o ministro Mantega o representara na reuniao do G20, porque ele quer acompanhar as medidas que estao sendo tomadas em relacao as enchentes no Nordeste' (40 muertos en Pernambuco y Alagoas). La Biblioteca no registra viaje a Canada en junio de 2010.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J094,135,Luiz Inácio Lula da Silva,Brasil,Completed,2010-07-02,2010-07-04,3,Cape Verde,Africa,Sal,Multilateral,Regional Summit,NA,I Cúpula Brasil-CEDEAO,NA,Ultima gran gira africana del mandato: I cumbre Brasil-CEDEAO en Isla del Sal. Tramo 1.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,"Gira oficial 2-10/07/2010 (Itamaraty Resenha 107): Cabo Verde 2-4, Guinea Ec. 4-5, Kenia 6, Tanzania 6-7, Zambia 7-8, Sudafrica 9-10.",Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J094,136,Luiz Inácio Lula da Silva,Brasil,Completed,2010-07-04,2010-07-05,2,Equatorial Guinea,Africa,Malabo,Bilateral,Working Visit,NA,Teodoro Obiang,Jefe de Estado/Gobierno,Tramo 2 de la gira africana.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J094,137,Luiz Inácio Lula da Silva,Brasil,Completed,2010-07-06,2010-07-06,1,Kenya,Africa,Nairobi,Bilateral,Working Visit,NA,Mwai Kibaki,Jefe de Estado/Gobierno,Tramo 3.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J094,138,Luiz Inácio Lula da Silva,Brasil,Completed,2010-07-06,2010-07-07,2,Tanzania,Africa,Dar es Salaam,Bilateral,Working Visit,NA,Jakaya Kikwete,Jefe de Estado/Gobierno,Tramo 4.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J094,139,Luiz Inácio Lula da Silva,Brasil,Completed,2010-07-07,2010-07-08,2,Zambia,Africa,Lusaka,Bilateral,Working Visit,NA,Rupiah Banda,Jefe de Estado/Gobierno,Tramo 5.,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J094,140,Luiz Inácio Lula da Silva,Brasil,Completed,2010-07-09,2010-07-10,2,South Africa,Africa,Johannesburg,Bilateral,Working Visit,NA,Jacob Zuma (Copa do Mundo),Jefe de Estado/Gobierno,Cierre de la gira en Sudafrica durante el Mundial 2010; traspaso simbolico hacia Brasil 2014. Tramo 6 (final).,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/viagens/viagens-1,High,9-10/07/2010.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J095,141,Luiz Inácio Lula da Silva,Brasil,Completed,2010-11-09,2010-11-10,2,Mozambique,Africa,Maputo,Bilateral,Working Visit,NA,Armando Guebuza (visita de despedida),Jefe de Estado/Gobierno,Visita de despedida a Mozambique camino a Seul. Tramo 1.,https://www.publico.pt/2010/11/10/jornal/lula-despedese-de-africa-com-visita-a-mocambique-20586786,Medium,Gira 9-12/11/2010 (Mozambique + Corea).,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J095,142,Luiz Inácio Lula da Silva,Brasil,Completed,2010-11-11,2010-11-12,2,South Korea,Asia-Pacific,Seoul,Multilateral,Global Forum,TRUE,Cúpula do G20 de Seul,NA,Ultima cumbre del G20 de Lula; guerra cambiaria en agenda. Tramo 2 (final).,https://www.voaportugues.com/a/article-11-08-2010-lula-da-silva-mozambique-voanews-106904663/1258893.html,Medium,11-12/11/2010.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J096,143,Luiz Inácio Lula da Silva,Brasil,Completed,2010-11-25,2010-11-26,2,Guyana,South America,Georgetown,Multilateral,Regional Summit,NA,Cúpula da UNASUL,NA,Cumbre de UNASUR en Georgetown.,https://www2.senado.leg.br/bdsf/bitstream/handle/id/47381/noticia.htm?sequence=1,Medium,25-26/11/2010.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU-J097,144,Luiz Inácio Lula da Silva,Brasil,Completed,2010-12-03,2010-12-04,2,Argentina,South America,Mar del Plata,Multilateral,Regional Summit,TRUE,XX Cúpula Ibero-Americana,NA,Cumbre Iberoamericana de Mar del Plata; ultima gira internacional del mandato (homenaje a Kirchner).,https://segib.org/es/cumbre/xx-cumbre-iberoamericana/,High,3-4/12/2010. NO asistio a la 65a AGNU sep-2010 (delego en Amorim) ni consta COP16.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-DR-J098,145,Dilma Rousseff,Brasil,Completed,2011-01-31,2011-01-31,1,Argentina,South America,Buenos Aires,Bilateral,Working Visit,NA,Cristina Fernández de Kirchner,Jefe de Estado/Gobierno,Primer viaje internacional del mandato: relacion estrategica con Argentina.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-da-presidenta-dilma-roussef-a-argentina-buenos-aires-31-de-janeiro-de-2011,High,Primer viaje del mandato.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-DR-J099,146,Dilma Rousseff,Brasil,Completed,2011-04-11,2011-04-16,6,China,Asia-Pacific,Beijing,Bilateral,State Visit,TRUE,"Hu Jintao + III Cúpula BRICS (Sanya, 14/4)",Jefe de Estado/Gobierno,"Visita de Estado a China (Pekin 12-13/4), III Cumbre BRICS en Sanya (14/4, primera con Sudafrica) y visita a Xian (15-16/4).",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-dilma-rousseff-a-china-pequim-11-a-13-de-abril-de-2011-programa-de-imprensa,High,"Una sola salida: visita de Estado + BRICS en el mismo pais. QA-R4 2026-07-26: End_Date corregido de 2011-04-14 a 2011-04-16 (Duration_Days 4->6). Fuente oficial Itamaraty registra programa de imprensa separado 'Visita da Presidenta Dilma Rousseff a China - Xian, 15 e 16 de abril de 2011'; prensa (VOA/GlobalSecurity) confirma que la gira continuo a Xian tras la Cumbre BRICS de Sanya, como parte de la misma salida a China (Pequim 11-13, Sanya 13-14, Xian 15-16).",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-DR-J100,147,Dilma Rousseff,Brasil,Completed,2011-09-19,2011-09-21,3,United States,North America,New York,Multilateral,Global Forum,TRUE,66ª AGNU,NA,HITO: primera mujer en abrir el debate de la Asamblea General de la ONU (21/9/2011).,https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/presidente-da-republica/presidente-da-republica-federativa-do-brasil-discursos/discurso-na-abertura-do-debate-geral-da-66-assembleia-geral-das-nacoes-unidas-nova-york-eua-21-09-2011,High,Discurso de apertura 21/9/2011.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
